         1417213 function calls (1388518 primitive calls) in 4.112 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\polys\matrices\_typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'logsumexp' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\matrices\expressions\matexpr.py:37(MatrixExpr)
       38    0.000    0.000    0.002    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\symbol.py:332(__xnew__)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\matrices\subspaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\series\series.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\create_parameter_op.py:1(<module>)
        1    0.000    0.000    0.004    0.004 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\fx\decomposition_table.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\rules.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_result_provenance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\_shard\sharded_tensor\_ops\_common.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\tensor\parallel\_data_parallel_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\_shard\common_op_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_web_request.py:1(<module>)
       34    0.000    0.000    0.002    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\symbol.py:480(__new__)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\integrals\singularityfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\multidimensional.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_graph_traversal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_numpy\_getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\_shard\sharder.py:1(<module>)
      162    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\base.py:113(__init__)
        1    0.000    0.000    0.006    0.006 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\polys\agca\__init__.py:1(<module>)
        1    0.000    0.000    0.023    0.023 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_thread_flow.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\matrices\kind.py:1(<module>)
        1    0.000    0.000    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\plotting\backends\textbackend\text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\solvers\decompogen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\calculus\euler.py:1(<module>)
        1    0.000    0.000    0.003    0.003 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\printing\conventions.py:1(<module>)
        1    0.000    0.000    0.003    0.003 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\fx\__init__.py:1(<module>)
        1    0.000    0.000    0.003    0.003 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\_shard\sharding_plan\api.py:1(<module>)
        1    0.000    0.000    0.003    0.003 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_prims\executor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\geometry\exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\_print_helpers.py:1(<module>)
        6    0.000    0.000    0.004    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\init.py:574(orthogonal_)
       26    0.000    0.000    0.003    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\inspect.py:1351(getfullargspec)
     1189    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_right}
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\release.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\function.py:1017(Derivative)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\operators.py:1(<module>)
        1    0.000    0.000    0.140    0.140 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\__init__.py:1(<module>)
      867    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_deprecation.py:1(<module>)
        1    0.000    0.000    0.046    0.046 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\concrete\__init__.py:1(<module>)
  187/181    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\typing.py:1573(__hash__)
        1    0.000    0.000    0.003    0.003 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\algebras\__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_property_bag.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_logical_location.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_version_control_details.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\sets\powerset.py:1(<module>)
        1    0.000    0.000    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\_composable\fsdp\_fsdp_api.py:1(<module>)
        1    0.000    0.000    0.003    0.003 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_reporting_descriptor.py:1(<module>)
        1    0.000    0.000    0.020    0.020 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_conversion.py:1(<module>)
    92/83    0.000    0.000    0.001    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\typing.py:1393(__repr__)
        1    0.000    0.000    0.007    0.007 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\calculus\__init__.py:1(<module>)
        1    0.000    0.000    0.013    0.013 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\assumptions\__init__.py:1(<module>)
        1    0.000    0.000    0.133    0.133 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_translation_metadata.py:1(<module>)
       13    0.000    0.000    0.346    0.027 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\inspect.py:1063(findsource)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\polyfills\functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\_composable\fsdp\_fsdp_param_group.py:96(FSDPParamGroup)
        1    0.000    0.000    0.003    0.003 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_reporting_descriptor_reference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\version.py:1(<module>)
        1    0.000    0.000    0.025    0.025 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_code_flow.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_exception.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_suppression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\polyfills\sys.py:1(<module>)
       41    0.000    0.000    0.001    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\sorting.py:179(_nodes)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_physical_location.py:1(<module>)
        1    0.000    0.000    0.004    0.004 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\discrete\__init__.py:1(<module>)
      991    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\polys\domains\field.py:1(<module>)
       43    0.000    0.000    0.008    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\typing.py:1533(__getitem_inner__)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\fsdp\_limiter_utils.py:1(<module>)
        1    0.000    0.000    0.027    0.027 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\plotting\__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_region.py:1(<module>)
       31    0.000    0.000    0.001    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\enum.py:513(__prepare__)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_rectangle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\alphabets.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\tensor\parallel\_utils.py:1(<module>)
        1    0.000    0.000    0.003    0.003 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_artifact_location.py:1(<module>)
        1    0.000    0.000    0.003    0.003 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_stack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\_composable\fsdp\_fsdp_param.py:183(FSDPParam)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_reporting_configuration.py:1(<module>)
        1    0.000    0.000    0.003    0.003 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_address.py:1(<module>)
        1    0.000    0.000    0.003    0.003 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_replacement.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\symbolic_opset19.py:1(<module>)
      153    0.000    0.000    0.002    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\re\__init__.py:179(sub)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_tool_component_reference.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_reporting_descriptor_relationship.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_location_relationship.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_stack_frame.py:1(<module>)
      160    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:372(_escape)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\fsdp\_dynamo_utils.py:1(<module>)
        1    0.000    0.000    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\assumptions\relation\__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\fx\experimental\symbolic_shapes.py:1623(DimConstraints)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\source.py:477(ConstDictKeySource)
        1    0.000    0.000    0.003    0.003 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_artifact_content.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\printing\julia.py:48(JuliaCodePrinter)
        1    0.000    0.000    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_node.py:1(<module>)
      139    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\inspect.py:2461(_descriptor_get)
        1    0.000    0.000    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\algorithms\_comm_hooks\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_constants.py:1(<module>)
